	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-1_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-2_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-3_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-4_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-5_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-6_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-7_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-8_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-9_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Control_1_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Control_2_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tj2-10_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tj2-1_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tj2-2_1_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tj2-2_2_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tj2-3_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tj2-4_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tj2-5_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tj2-6_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tj2-7_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tj2-8_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tj2-9_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tjor-10_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tjor-2_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tjor-3_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tjor-4_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tjor-5_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tjor-6_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tjor-7_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Tjor-9_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/ULL-10_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/ULL-1_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/ULL-2_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/ULL-3_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/ULL-4_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/ULL-5_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/ULL-6_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/ULL-7_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/ULL-8_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/ULL-9_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Var-10_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Var-1_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Var-2_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Var-3_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Var-4_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Var-5_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Var-6_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Var-7_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Var-8_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Var-9_RunId0094_LaneId7.R1.fq.report
None	24	41	6	26	0	215	10	0	0	0	0	0	2	6	6	7	19	4	25	8	4	10	175	91	0	1	21	9	3	25	14	13	79	27	6	0	0	1	14	3	40	1	20	4	33	4	25	19	18	14
Fervidicoccaceae	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
Halorubraceae	9	2	4	23	0	120	6	0	0	0	0	0	5	2	1	2	11	1	14	5	3	3	50	12	0	1	20	1	1	20	12	2	80	25	19	0	0	1	10	2	21	2	10	6	17	1	16	14	12	14
Methanosaetaceae	2	1	0	0	0	22	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	14	8	0	0	1	0	0	5	2	1	7	4	0	0	0	0	1	0	0	0	2	2	1	0	4	1	1	2
Methanobacteriaceae	20	46	0	11	0	221	6	0	0	0	0	0	6	2	1	2	2	0	2	4	2	3	92	78	0	0	18	0	0	24	4	4	29	1	3	0	0	0	6	0	13	1	2	0	12	2	4	4	1	6
Methanomassiliicoccaceae	1	3	0	1	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	10	9	0	0	1	1	0	2	0	1	4	1	0	0	0	0	2	0	0	0	0	0	3	0	1	1	0	0
Nanoarchaeaceae	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanosarcinaceae	14	51	0	21	0	239	8	0	0	0	0	0	6	9	2	6	9	2	12	7	9	9	108	44	0	1	19	9	1	21	5	2	67	4	2	0	0	0	3	2	23	0	6	3	20	1	7	14	4	12
Methanopyraceae	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	14	8	0	0	1	0	0	3	1	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0
Nitrosopumilaceae	1	6	1	4	0	87	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	2	12	6	0	0	4	0	1	2	2	0	3	1	1	0	0	0	1	0	2	0	1	0	8	1	1	0	1	5
Methanocorpusculaceae	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2
Methanocaldococcaceae	8	18	0	9	0	63	0	0	0	0	0	0	1	0	1	0	3	0	2	2	0	1	31	15	0	0	3	0	0	7	2	0	13	3	2	0	0	0	7	1	2	0	5	0	2	0	1	3	1	3
Nanopusillaceae	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoplasmataceae	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	8	0	0	2	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Desulfurococcaceae	1	12	0	4	0	28	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	57	20	0	0	5	0	0	10	1	0	7	1	1	0	0	0	2	0	4	0	5	0	5	1	1	1	2	1
Haloarculaceae	3	5	1	32	0	116	6	0	0	0	0	1	2	2	1	1	9	0	12	9	4	3	88	57	0	1	21	7	3	31	9	6	81	29	11	0	0	3	11	2	33	0	27	2	22	5	29	13	25	20
Cenarchaeaceae	1	0	0	2	0	4	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	3	14	9	0	0	5	0	0	0	0	0	1	1	1	0	0	0	1	1	2	0	0	0	0	1	4	0	0	2
Cuniculiplasmataceae	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Methanococcaceae	11	13	1	9	0	81	3	0	0	0	0	0	1	2	1	3	4	0	3	0	3	1	20	13	0	0	3	1	1	10	5	2	14	1	1	0	0	0	5	0	8	0	2	0	2	2	1	1	1	3
Sulfolobaceae	65	253	49	73	0	562	18	0	0	1	0	2	15	10	9	5	35	4	33	15	15	21	1545	354	0	2	72	17	8	199	33	5	112	31	15	0	0	1	32	2	41	0	58	42	184	19	59	122	48	43
Thermofilaceae	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	1	0	0	1	0	0	1	1	0	4	1	1	0	0	0	0	0	0	1	0	0	0	0	2	2	0	1
Nitrososphaeraceae	2	8	0	1	0	44	0	0	0	0	0	0	1	0	0	0	1	0	2	1	1	2	29	11	0	0	7	3	0	8	4	2	22	5	1	0	0	0	9	1	11	0	4	0	4	3	4	0	2	3
Picrophilaceae	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
Natrialbaceae	38	9	1	54	0	282	26	0	0	0	0	2	7	15	6	7	23	8	37	18	7	18	166	61	0	1	49	7	3	52	33	16	180	64	27	0	0	6	22	0	93	1	41	3	56	20	81	52	35	40
Methanothermaceae	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Thermoproteaceae	6	14	2	13	0	28	3	0	0	0	0	0	1	0	0	3	2	1	5	1	1	2	41	32	0	0	14	0	0	13	5	2	25	2	3	0	0	0	2	1	8	0	4	1	7	2	7	2	1	0
Methanospirillaceae	5	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	2
Caldisphaeraceae	0	3	0	2	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1
Thermococcaceae	12	13	1	13	0	95	7	0	0	0	0	0	5	2	0	3	2	1	10	6	3	2	96	69	0	1	17	5	2	21	2	6	30	17	2	0	0	0	3	0	15	0	7	1	15	3	13	8	12	9
Archaeoglobaceae	2	2	0	2	0	12	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	29	12	0	0	0	2	0	1	2	0	5	4	2	0	0	0	1	0	1	3	1	0	2	1	4	2	2	2
Haloferacaceae	8	3	1	4	0	64	9	0	0	0	0	1	1	1	1	0	2	0	6	3	3	4	74	32	0	0	14	0	0	16	10	6	63	23	13	0	0	0	8	2	14	0	12	3	12	3	17	20	8	9
